mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	786									73				
93	93	276	276	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	787													
93	93	276	276	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	788													
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	789													
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	790													
94	94	279	279	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	791													
94	94	279	279	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	792													
94	94	281	281	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	793									74				
94	94	563/2	563/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	794									74				
94	94	279	279	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	795													
94	94	279	279	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	796													
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	797													
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	798													
95	95	282	282	0.0	0	0	Spanner	3/4	1	1	0													74	5			
95	95	282	282	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	799									74	5			
95	95	282	282	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	800									74	5			
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	801									74	5			
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	802									74	5			
95	95	283	283	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	803		articStaccatoAbove							74	5			
95	95	850/3	850/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	804		articStaccatoAbove							74	5			
95	95	851/3	851/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	805		articStaccatoAbove							74	5			
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	806		articStaccatoAbove								5			
95	95	1139/4	1139/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	807									75	5			
95	95	282	282	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	808													
95	95	282	282	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	809													
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	810													
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	811													
96	96	285	285	0.0	0	0	Spanner	3/4	1	1	0																	
96	96	285	285	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	812		articAccentAbove											
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	813													
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	814													
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	815													
97	97	288	288	0.0	0	0	Dynamic	3/4	1	1	0					p												
97	97	288	288	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	816									76				
97	97	289	289	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	817													
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	818													
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	819													
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820													
98	98	291	291	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	821									77				
98	98	292	292	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	822													
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	823													
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	824													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	825													
99	99	294	294	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	826									78				
99	99	1177/4	1177/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	827		articAccentAbove											
99	99	295	295	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	828													
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	829													
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	830													
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	831													
100	100	297	297	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	832									79				
100	100	1189/4	1189/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	833		articAccentBelow											
100	100	298	298	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	834													
100	100	1199/4	1199/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	835													
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	836													
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	837													
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	838													
101	101	300	300	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	839									80				
101	101	901/3	901/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	840									80				
101	101	902/3	902/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	841									80				
101	101	301	301	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	842									80				
101	101	904/3	904/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	843									80				
101	101	905/3	905/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	844									80				
101	101	302	302	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	2/3	845									80				
101	101	302	302	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	846									80				
101	101	605/2	605/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	847									80				
101	101	908/3	908/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	848									80				
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	849													
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	850													
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	851													
102	102	303	303	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	852													
102	102	303	303	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	853													
102	102	305	305	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	854									81				
102	102	916/3	916/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	855									81				
102	102	917/3	917/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	856													
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	857													
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	858													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	859													
103	103	306	306	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	860									82				
103	103	919/3	919/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	861									82				
103	103	920/3	920/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	862									82				
103	103	307	307	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	863									82				
103	103	922/3	922/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	864									82				
103	103	923/3	923/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	865									82				
103	103	308	308	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	866									82				
103	103	925/3	925/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	867									82				
103	103	926/3	926/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	868									82				
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	869													
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	870													
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	871													
104	104	309	309	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	872		articAccentAbove											
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	873													
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	874													
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	875													
105	105	313	313	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p												
105	105	313	313	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	876													
105	105	313	313	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	877													
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	878													
105	105	313	313	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	879													
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	880													
106	106	315	315	0.0	0	0	Dynamic	3/4	1	1	0					pp												
106	106	315	315	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	881									83				
106	106	1891/6	1891/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	882									83				
106	106	946/3	946/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	883									83				
106	106	631/2	631/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	884									83				
106	106	947/3	947/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	885									83				
106	106	1895/6	1895/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	886									83				
106	106	316	316	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	887		articAccentAbove											
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	888													
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	889													
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	890													
107	107	318	318	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	891													
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	892		articStaccatoAbove											
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	893		articStaccatoAbove											
107	107	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	894		articStaccatoAbove											
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	895									84				
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0																26	26
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	896												26	26
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	897												26	26
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	898												26	26
108	108	321	321	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	899													
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	900		articAccentAbove											
108	108	321	321	0.0	0	0	Spanner	3/4	2	1	0																	
108	108	322	322	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	901													
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	902													
108	108	321	321	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	903									85				
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	904													
109	109	1299/4	1299/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	905									86				
109	109	325	325	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	906													
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	907									87				
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	908													
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	909													
109	109	324	324	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	910									88				
110	110	327	327	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	911		articAccentAbove											
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	912													
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	913													
110	110	327	327	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	914									89				
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	915													
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	916									90				
111	111	331	331	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	917													
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	918									91				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	919													
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	920													
111	111	330	330	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	921									92				
112	112	333	333	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	922													
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	923													
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	924													
112	112	333	333	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	925									93				
113	113	336	336	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	926													
113	113	1347/4	1347/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	927									94				
113	113	337	337	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	928		articStaccatissimoBelow											
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	929									95				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	930													
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	931													
113	113	336	336	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	932									96				
114	114	339	339	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	933		articAccentBelow											
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	934													
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	935													
114	114	339	339	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	936									97				
115	115	342	342	0.0	0	0	Spanner	3/4	1	1	0														6			
115	115	342	342	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	937									98	6			
115	115	685/2	685/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	938									98	6			
115	115	343	343	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	939										6			
115	115	344	344	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
115	115	344	344	0.0	1/2	1/2	Spanner	3/4	1	1	0														7			
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	940									99	7			
115	115	342	342	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	941										7			
115	115	343	343	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	942										7			
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	943										7			
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	944													
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	945													
115	115	342	342	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	946									100				
116	116	345	345	0.0	0	0	Spanner	3/4	1	1	0																	
116	116	345	345	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	947													
116	116	347	347	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	948		articAccentAbove											
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	949													
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	950													
116	116	345	345	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	951									101				
117	117	348	348	0.0	0	0	StaffText	3/4	1	1	0							sotto voce										
117	117	348	348	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	952													
117	117	1395/4	1395/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	953									102				
117	117	349	349	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	954													
117	117	350	350	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	955													
117	117	350	350	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	956									103				
117	117	349	349	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	957													
117	117	350	350	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	958													
117	117	348	348	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	959									104				
118	118	351	351	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	960		articAccentAbove											
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	961													
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	962													
118	118	351	351	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	963									105				
119	119	354	354	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	964													
119	119	1419/4	1419/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	965									106				
119	119	355	355	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	966		articStaccatissimoBelow											
119	119	356	356	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	967													
119	119	356	356	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	968									107				
119	119	355	355	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	969													
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	970													
119	119	354	354	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	971									108				
120	120	357	357	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	972													
120	120	358	358	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	973													
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	974													
120	120	357	357	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	975													
121	121	360	360	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	976													
121	121	1443/4	1443/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	977									109				
121	121	361	361	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	978													
121	121	362	362	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	979													
121	121	362	362	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	980									110				
121	121	361	361	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	981													
121	121	362	362	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	982													
121	121	360	360	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	983									111				
122	122	363	363	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	984		articAccentBelow							112				
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	985													
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	986													
122	122	363	363	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	987									113				
123	123	366	366	0.0	0	0	StaffText	3/4	1	1	0							sempre più						112				
123	123	366	366	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	988									112				
123	123	733/2	733/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	989									112				
123	123	367	367	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	990													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	991									114				
123	123	366	366	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	992													
123	123	367	367	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	993													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	994													
123	123	367	367	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	995													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	996													
123	123	366	366	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	997									115				
124	124	369	369	0.0	0	0	Dynamic	3/4	1	1	0					p												
124	124	369	369	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	998													
124	124	369	369	0.0	0	0	Spanner	3/4	2	1	0																27	27
124	124	370	370	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	999												27	27
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1000												27	27
124	124	369	369	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1001									116			27	27
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1002									117				
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1003												27	27
125	125	372	372	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1004									118			27	27
126	126	375	375	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1005													
126	126	376	376	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1006									119			27	27
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1007												27	27
127	127	378	378	0.0	0	0	StaffText	3/4	1	1	0							calando										
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1008									120				
127	127	378	378	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1009									121			27	27
127	127	379	379	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1010												27	27
128	128	381	381	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1011													
129	129	384	384	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1012													
129	129	384	384	0.0	0	0	Spanner	3/4	2	1	0																	
129	129	385	385	0.0	1/4	1/4	StaffText	3/4	2	1	0							perdendosi										
129	129	385	385	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1013		articStaccatoAbove							122				
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1014		articStaccatoAbove							122				
130	130	387	387	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1015													
130	130	387	387	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1016		articStaccatoAbove							122				
130	130	388	388	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1017		articStaccatoAbove							122				
130	130	389	389	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1018		articStaccatoAbove							122				
131	131	390	390	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1019		articStaccatoAbove							122				
131	131	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1020		articStaccatoAbove							122				
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1021		articStaccatoAbove											
132	132	393	393	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	1022									123				
132	132	1180/3	1180/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1023									123				
132	132	1181/3	1181/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1024													
132	132	394	394	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1025													
