mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	810								71				
91	91	272	272	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	811								71				
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	812								71				
92	92	273	273	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	813								72				
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	814								72				
92	92	275	275	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	815								72				
92	92	826/3	826/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	816								72				
92	92	827/3	827/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	817								72				
92	92	273	273	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	818												
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	819												
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	820												
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0												71			24	24
92	92	273	273	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	821								71			24	24
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	822								71			24	24
92	92	274	274	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	823								71			24	24
93	93	276	276	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	824								72				
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	825								72				
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	826								72				
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0															25	25
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	827											25	25
93	93	277	277	0.0	1/4	1/4	Spanner	3/4	2	1	0																
93	93	277	277	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	828								73				
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	829								73				
93	93	278	278	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	830								73				
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	831								73				
94	94	279	279	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	832								72				
94	94	279	279	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	833												
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	834												
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	835												
94	94	279	279	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	836								73				
94	94	1119/4	1119/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	837								73				
94	94	280	280	0.0	1/4	1/4	Spanner	3/4	2	1	0												73		8		
94	94	280	280	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	838								73		8		
95	95	282	282	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	839												
95	95	282	282	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	840												
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	841												
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	842												
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0															26	26
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	843			articStaccatoBelow								26	26
95	95	283	283	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	844								74			26	26
95	95	567/2	567/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												74				
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	845								74				
95	95	284	284	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	846								74				
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	847								74				
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	848								75				
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	849								75				
96	96	287	287	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	850								75				
96	96	862/3	862/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	851								75				
96	96	863/3	863/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	852								75				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	853												
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0												74			27	27
96	96	285	285	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	854								74			27	27
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	855								74			27	27
96	96	286	286	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	856											27	27
97	97	288	288	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	857								75				
97	97	288	288	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	858												
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	859												
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	860												
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0																
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0															28	28
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861			articStaccatoBelow								28	28
97	97	289	289	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	862								76			28	28
97	97	579/2	579/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												76				
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	863								76				
97	97	290	290	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	864								76				
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	865								76				
98	98	291	291	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	866								75				
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	867								75				
98	98	293	293	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	868								75				
98	98	880/3	880/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	869								75				
98	98	881/3	881/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	870								75				
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	871												
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0												76			29	29
98	98	291	291	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	872								76			29	29
98	98	1167/4	1167/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	873								76			29	29
98	98	292	292	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	874											29	29
99	99	294	294	0.0	0	0	StaffText	3/4	1	1	0								sempre diminuendo e riten.				75				
99	99	294	294	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	875								75				
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	876								75				
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	877								75				
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0															30	30
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	878			articStaccatoBelow								30	30
99	99	295	295	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	879								77			30	30
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	880								77			30	30
99	99	296	296	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	881								77			30	30
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	882								77			30	30
100	100	297	297	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	883								75				
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	884								75				
100	100	299	299	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	885								75				
100	100	898/3	898/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	886								75				
100	100	899/3	899/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	887								75				
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	888												
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0												77				
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0												77			31	31
100	100	297	297	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	889								77			31	31
100	100	595/2	595/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	890								77			31	31
100	100	298	298	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	891											31	31
101	101	300	300	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	892								75				
101	101	300	300	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	893												
101	101	301	301	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	894												
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	895												
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0															32	32
101	101	300	300	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	896								78			32	32
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	897								78			32	32
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	898											32	32
101	101	302	302	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	899								79			32	32
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	900								79			32	32
102	102	303	303	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	901								75				
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	902								75				
102	102	303	303	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	903												
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	904												
102	102	303	303	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	905											32	32
102	102	305	305	0.0	1/2	1/2	Spanner	3/4	2	1	0																
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	906												
103	103	306	306	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	907								75				
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	908								75				
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	909								75				
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	910												
103	103	308	308	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	911			articStaccatoAbove									
103	103	306	306	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	912												
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	913												
103	103	308	308	0.0	1/2	1/2	Spanner	3/4	2	1	0															33	33
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	914			articStaccatoAbove								33	33
104	104	309	309	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	915			articAccentAbove									
104	104	309	309	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	916											33	33
104	104	312	312	0.0	3/4	3/4	Spanner	3/4	2	1	0																
