mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
117	116	1387/4	1387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	752										
117	116	347	347	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	753										
117	116	1391/4	1391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	754										
117	116	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	755										
117	116	1387/4	1387/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	756				100						
117	116	1391/4	1391/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	757				100						
117	116	346	346	0.0	0	0	Spanner	3/4	2	1	0									58	58				
117	116	347	347	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	758		articAccentBelow			58	58				
117	116	346	346	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	759					58	58				
117	116	348	348	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	760					58	58				
118	117	350	350	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	761		articAccentAbove		101						
118	117	351	351	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	762		articAccentAbove		101						
118	117	349	349	0.0	0	0	Spanner	3/4	2	1	0														
118	117	349	349	0.0	0	0	Spanner	3/4	2	1	0									59	59				
118	117	349	349	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	763					59	59				
118	117	350	350	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	764					59	59				
118	117	351	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	765					59	59				
119	118	352	352	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	766										
119	118	1411/4	1411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	767										
119	118	353	353	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	768										
119	118	1415/4	1415/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	769										
119	118	354	354	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	770										
119	118	1411/4	1411/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	771				102						
119	118	1415/4	1415/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	772				102						
119	118	352	352	0.0	0	0	Spanner	3/4	2	1	0														
119	118	352	352	0.0	0	0	Spanner	3/4	2	1	0									60	60				
119	118	353	353	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	773		articAccentBelow			60	60				
119	118	352	352	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	774					60	60				
119	118	354	354	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	775					60	60				
120	119	355	355	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	776		articAccentAbove								
120	119	356	356	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	777		articAccentAbove		103						
120	119	357	357	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	778		articAccentAbove		103						
120	119	355	355	0.0	0	0	Spanner	3/4	2	1	0									61	61				
120	119	355	355	0.0	0	0	Spanner	3/4	2	1	0									61	61				
120	119	355	355	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	779					61	61				
120	119	356	356	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	780					61	61				
120	119	357	357	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	781					61	61				
121	120	358	358	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	782										
121	120	1435/4	1435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	783										
121	120	359	359	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	784										
121	120	1439/4	1439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	785										
121	120	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	786										
121	120	1435/4	1435/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	787				104						
121	120	1439/4	1439/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	788				104						
121	120	358	358	0.0	0	0	Spanner	3/4	2	1	0														
121	120	358	358	0.0	0	0	Spanner	3/4	2	1	0									62	62				
121	120	359	359	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	789		articAccentBelow			62	62				
121	120	358	358	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	790					62	62				
121	120	360	360	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	791					62	62				
122	121	362	362	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	792		articAccentAbove		105						
122	121	363	363	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	793		articAccentAbove		105						
122	121	361	361	0.0	0	0	Spanner	3/4	2	1	0														
122	121	361	361	0.0	0	0	Spanner	3/4	2	1	0									63	63				
122	121	361	361	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	794					63	63				
122	121	362	362	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	795					63	63				
122	121	363	363	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	796					63	63				
123	122	364	364	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	797										
123	122	1459/4	1459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	798		articAccentBelow								
123	122	365	365	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	799										
123	122	1463/4	1463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	800										
123	122	366	366	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	801										
123	122	1459/4	1459/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	802				106						
123	122	1463/4	1463/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	803				106						
123	122	364	364	0.0	0	0	Spanner	3/4	2	1	0														
123	122	364	364	0.0	0	0	Spanner	3/4	2	1	0									64	64				
123	122	364	364	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	804					64	64				
123	122	365	365	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	805					64	64				
123	122	366	366	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	806					64	64				
124	123	367	367	0.0	0	0	Dynamic	3/4	1	1	0					fz									
124	123	367	367	0.0	0	0	Spanner	3/4	1	1	0														1
124	123	367	367	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	807										1
124	123	368	368	0.0	1/4	1/4	Spanner	3/4	1	1	0														
124	123	368	368	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	808		articAccentAbove		107						
124	123	369	369	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	809		articAccentAbove		107						
124	123	367	367	0.0	0	0	Spanner	3/4	2	1	0														
124	123	367	367	0.0	0	0	Spanner	3/4	2	1	0									65	65				
124	123	367	367	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	810					65	65				
124	123	368	368	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	811					65	65				
124	123	369	369	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	812					65	65				
125	124	370	370	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	813										
125	124	1483/4	1483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	814										
125	124	371	371	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	815										
125	124	1487/4	1487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	816										
125	124	372	372	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	817										
125	124	1483/4	1483/4	1.0	3/16	3/16	Chord	3/4	1	2	1/4		1/4	1	818				108						
125	124	1487/4	1487/4	1.0	7/16	7/16	Chord	3/4	1	2	1/4		1/4	1	819				108						
125	124	370	370	0.0	0	0	Spanner	3/4	2	1	0														
125	124	370	370	0.0	0	0	Spanner	3/4	2	1	0									66	66				
125	124	370	370	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	820					66	66				
125	124	371	371	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	821					66	66				
125	124	372	372	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	822				109	66	66				
126	125	373	373	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	823										
126	125	374	374	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	824				108						
126	125	375	375	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	825				108						
126	125	373	373	0.0	0	0	Spanner	3/4	2	1	0														
126	125	373	373	0.0	0	0	Spanner	3/4	2	1	0									67	67				
126	125	373	373	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	826					67	67				
126	125	374	374	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	827				110	67	67				
126	125	375	375	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	828				110	67	67				
127	126	376	376	0.0	0	0	Spanner	3/4	1	1	0												4		
127	126	376	376	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	829								4		
127	126	377	377	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	830								4		
127	126	378	378	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	831								4		
127	126	376	376	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	832				108				4		
127	126	377	377	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	833				108, 111				4		
127	126	376	376	3.0	0	0	Chord	3/4	1	3	3/4		1/2	3/2	834				112				4		
127	126	376	376	0.0	0	0	Spanner	3/4	2	1	0								110						
127	126	376	376	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	835				110						
127	126	377	377	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	836				110						
127	126	378	378	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	837				110						
128	127	379	379	0.0	0	0	Spanner	3/4	1	1	0														
128	127	379	379	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	838										
128	127	379	379	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	839										
128	127	379	379	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	840										
128	127	380	380	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	841				113						
128	127	381	381	0.0	1/2	1/2	Chord	3/4	2	1	0	acciaccatura	1/8	1	842				113						
128	127	381	381	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	843				113						
129	128	382	382	0.0	0	0	Spanner	3/4	2	1	0								113				5		
129	128	382	382	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	844				113				5		
129	128	383	383	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	845				113				5		
129	128	384	384	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	846				113				5		
130	129	385	385	0.0	0	0	Dynamic	3/4	1	1	0					p									
130	129	385	385	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	847				114						
130	129	771/2	771/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	848				114						
130	129	386	386	0.0	1/4	1/4	Spanner	3/4	1	1	0								114					0	
130	129	386	386	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	849				114					0	
130	129	387	387	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	850				114					0	
130	129	385	385	0.0	0	0	Spanner	3/4	2	1	0														
130	129	385	385	0.0	0	0	Spanner	3/4	2	1	0									68	68				
130	129	385	385	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	851					68	68				
130	129	386	386	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	852					68	68				
130	129	387	387	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	853					68	68				
131	130	388	388	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	854				114					0	
131	130	1555/4	1555/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	855				114					0	
131	130	389	389	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz			114						
131	130	389	389	0.0	1/4	1/4	Spanner	3/4	1	1	0								114						
131	130	389	389	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	856				114						
131	130	781/2	781/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	857				114						
131	130	388	388	0.0	0	0	Spanner	3/4	2	1	0														
131	130	388	388	0.0	0	0	Spanner	3/4	2	1	0									69	69				
131	130	388	388	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	858					69	69				
131	130	389	389	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	859					69	69				
131	130	390	390	0.0	1/2	1/2	Spanner	3/4	2	1	0														
132	131	391	391	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	860				114						
132	131	783/2	783/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	861		ornamentShortTrill		114						
132	131	392	392	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	862				114						
132	131	393	393	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	863				114						
132	131	391	391	0.0	0	0	Spanner	3/4	2	1	0									70	70				
132	131	391	391	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	864					70	70				
132	131	392	392	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	865					70	70				
132	131	393	393	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	866					70	70				
133	132	394	394	0.0	0	0	Spanner	3/4	1	1	0								114				6		
133	132	394	394	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	867				114				6		
133	132	396	396	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	868								6		
133	132	394	394	0.0	0	0	Spanner	3/4	2	1	0														
133	132	394	394	0.0	0	0	Spanner	3/4	2	1	0									71	71				
133	132	394	394	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	869					71	71				
133	132	395	395	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	870					71	71				
133	132	396	396	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	871					71	71				
134	133	397	397	0.0	0	0	Spanner	3/4	1	1	0														
134	133	397	397	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	872				115						
134	133	795/2	795/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	873				115						
134	133	398	398	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	874				115						
134	133	399	399	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	875				115						
134	133	397	397	0.0	0	0	Spanner	3/4	2	1	0														
134	133	397	397	0.0	0	0	Spanner	3/4	2	1	0									72	72				
134	133	397	397	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	876					72	72				
134	133	398	398	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	877					72	72				
134	133	399	399	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	878					72	72				
135	134	400	400	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	879				115						
135	134	801/2	801/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	880				115						
135	134	401	401	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	881				115						
135	134	402	402	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	882		ornamentShortTrill		115						
135	134	400	400	0.0	0	0	Spanner	3/4	2	1	0														
135	134	400	400	0.0	0	0	Spanner	3/4	2	1	0									73	73				
135	134	400	400	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	883					73	73				
135	134	401	401	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	884					73	73				
136	135	403	403	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	885				115						
136	135	1615/4	1615/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	886				115						
136	135	404	404	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	887				115						
136	135	405	405	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	888				115						
136	135	403	403	0.0	0	0	Spanner	3/4	2	1	0														
136	135	403	403	0.0	0	0	Spanner	3/4	2	1	0									74	74				
136	135	403	403	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	889					74	74				
136	135	404	404	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	890					74	74				
136	135	405	405	0.0	1/2	1/2	Spanner	3/4	2	1	0														
136	135	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	891										
137	136	406	406	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	892				115						
137	136	408	408	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	893										
137	136	406	406	0.0	0	0	Spanner	3/4	2	1	0									75	75				
137	136	406	406	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	894					75	75				
137	136	407	407	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	895					75	75				
137	136	408	408	0.0	1/2	1/2	Spanner	3/4	2	1	0														
137	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	896										
138	137	409	409	0.0	0	0	StaffText	3/4	1	1	0							"dolcissimo
"							
138	137	409	409	0.0	0	0	Spanner	3/4	1	1	0													1	
138	137	409	409	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	897				116					1	
138	137	819/2	819/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	898				116					1	
138	137	410	410	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	899				116					1	
138	137	411	411	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	900				116					1	
138	137	409	409	0.0	0	0	Spanner	3/4	2	1	0									76	76				
138	137	409	409	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	901					76	76				
138	137	410	410	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	902					76	76				
139	138	412	412	0.0	0	0	Spanner	3/4	1	1	0								116						
139	138	412	412	0.0	0	0	Spanner	3/4	1	1	0								116				7		
139	138	412	412	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	903				116				7		
139	138	825/2	825/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	904				116				7		
139	138	413	413	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	905				116				7		
139	138	414	414	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	906				116				7		
139	138	412	412	0.0	0	0	Spanner	3/4	2	1	0														
139	138	412	412	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	907										
139	138	413	413	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	908										
140	139	415	415	0.0	0	0	Spanner	3/4	1	1	0								116						
140	139	415	415	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	909				116						
140	139	831/2	831/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	910		ornamentShortTrill		116						
140	139	416	416	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	911				116						
140	139	417	417	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	912				116						
140	139	415	415	0.0	0	0	Spanner	3/4	2	1	0									77	77				
140	139	415	415	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	913					77	77				
140	139	416	416	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	914					77	77				
140	139	417	417	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	915					77	77				
141	140	418	418	0.0	0	0	Spanner	3/4	1	1	0								116				8		
141	140	418	418	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	916				116				8		
141	140	420	420	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	917								8		
141	140	418	418	0.0	0	0	Spanner	3/4	2	1	0														
141	140	418	418	0.0	0	0	Spanner	3/4	2	1	0									78	78				
141	140	418	418	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	918					78	78				
141	140	419	419	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	919					78	78				
141	140	420	420	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	920					78	78				
142	141	421	421	0.0	0	0	Spanner	3/4	1	1	0														
142	141	421	421	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	921				117						
142	141	845/2	845/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	922		ornamentShortTrill		117						
142	141	423	423	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	923				117						
142	141	847/2	847/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	924				117						
142	141	421	421	0.0	0	0	Spanner	3/4	2	1	0														
142	141	421	421	0.0	0	0	Spanner	3/4	2	1	0									79	79				
142	141	421	421	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	925					79	79				
142	141	422	422	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	926					79	79				
143	142	424	424	0.0	0	0	Spanner	3/4	1	1	0								117					2	
143	142	424	424	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	927				117					2	
143	142	849/2	849/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	928				117					2	
143	142	425	425	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	929				117					2	
143	142	426	426	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	930				117					2	
143	142	424	424	0.0	0	0	Spanner	3/4	2	1	0														
143	142	424	424	0.0	0	0	Spanner	3/4	2	1	0									80	80				
143	142	424	424	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931					80	80				
143	142	425	425	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	932					80	80				
143	142	426	426	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	933					80	80				
144	143	427	427	0.0	0	0	Spanner	3/4	1	1	0								117						
144	143	427	427	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	934				117						
144	143	855/2	855/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	935				117						
144	143	428	428	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	936				117						
144	143	859/2	859/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	937				117						
144	143	427	427	0.0	0	0	Spanner	3/4	2	1	0														
144	143	427	427	0.0	0	0	Spanner	3/4	2	1	0									81	81				
144	143	427	427	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	938					81	81				
144	143	428	428	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	939					81	81				
144	143	429	429	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	940					81	81				
145	144	430	430	0.0	0	0	Spanner	3/4	1	1	0								117				9		
145	144	430	430	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	941				117				9		
145	144	431	431	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	942				117				9		
145	144	863/2	863/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	943				117				9		
145	144	432	432	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	944				117				9		
145	144	865/2	865/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	945								9		
145	144	430	430	0.0	0	0	Spanner	3/4	2	1	0														
145	144	430	430	0.0	0	0	Spanner	3/4	2	1	0									82	82				
145	144	430	430	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	946					82	82				
145	144	431	431	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	947					82	82				
145	144	432	432	0.0	1/2	1/2	Spanner	3/4	2	1	0														
145	144	432	432	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	948										
146	145	433	433	0.0	0	0	Dynamic	3/4	1	1	0					p									
146	145	433	433	0.0	0	0	Spanner	3/4	1	1	0														
146	145	433	433	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	949				118						
146	145	867/2	867/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	950				118						
146	145	434	434	0.0	1/4	1/4	Spanner	3/4	1	1	0								118					3	
146	145	434	434	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	951				118					3	
146	145	435	435	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	952				118					3	
146	145	433	433	0.0	0	0	Spanner	3/4	2	1	0									83	83				
146	145	433	433	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	953					83	83				
146	145	434	434	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	954					83	83				
146	145	435	435	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	955					83	83				
147	146	436	436	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	956				118					3	
147	146	1747/4	1747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	957				118					3	
147	146	437	437	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz			118						
147	146	437	437	0.0	1/4	1/4	Spanner	3/4	1	1	0								118						
147	146	437	437	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	958				118						
147	146	877/2	877/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	959				118						
147	146	436	436	0.0	0	0	Spanner	3/4	2	1	0														
147	146	436	436	0.0	0	0	Spanner	3/4	2	1	0									84	84				
147	146	436	436	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	960					84	84				
147	146	437	437	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	961					84	84				
148	147	439	439	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	962				118						
148	147	879/2	879/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	963		ornamentShortTrill		118						
148	147	440	440	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	964				118						
148	147	441	441	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	965				118						
148	147	439	439	0.0	0	0	Spanner	3/4	2	1	0														
148	147	439	439	0.0	0	0	Spanner	3/4	2	1	0									85	85				
148	147	439	439	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	966					85	85				
148	147	440	440	0.0	1/4	1/4	Spanner	3/4	2	1	0									85	85			4	
148	147	440	440	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	967					85	85			4	
148	147	441	441	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	968					85	85			4	
149	148	442	442	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	969				118						
149	148	444	444	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	970										
149	148	442	442	0.0	0	0	Spanner	3/4	2	1	0													4	
149	148	442	442	0.0	0	0	Spanner	3/4	2	1	0									86	86			4	
149	148	442	442	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	971					86	86			4	
149	148	443	443	0.0	1/4	1/4	Spanner	3/4	2	1	0									86	86				
149	148	443	443	0.0	1/4	1/4	Spanner	3/4	2	1	0									86	86		10		
149	148	443	443	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	972					86	86		10		
149	148	444	444	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	973					86	86		10		
