mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
102	102	910/3	910/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	732									112						
102	102	911/3	911/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	733									112						
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	734		articStaccatissimoBelow													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	735		articAccentAbove							113						
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																			
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	736		articStaccatoBelow							114						
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	737		articStaccatoBelow													
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	738		articStaccatissimoBelow													
103	103	1227/4	1227/4	0.0	3/16	3/16	Spanner	3/4	1	1	0														28					
103	103	1227/4	1227/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	739									115	28					
103	103	307	307	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	740									115	28					
103	103	615/2	615/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													115						
103	103	615/2	615/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													115			9			
103	103	615/2	615/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	741									115			9			
103	103	308	308	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	742									115			9			
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	743												9			
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0																		19	19
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	744		articStaccatoBelow							116					19	19
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	745		articStaccatoBelow												19	19
104	104	309	309	0.0	0	0	Spanner	3/4	1	1	0																			
104	104	309	309	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	746									117						
104	104	928/3	928/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	747									117						
104	104	929/3	929/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	748									117						
104	104	310	310	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	749									118						
104	104	311	311	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp								118						
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	750									118						
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0																			
104	104	310	310	0.0	1/4	1/4	Spanner	3/4	2	1	0																		20	20
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	751									119					20	20
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	752														20	20
105	105	312	312	0.0	0	0	Spanner	3/4	1	1	0													118				0		
105	105	312	312	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	753									118				0		
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	754													0		
105	105	314	314	0.0	1/2	1/2	Spanner	3/4	1	1	0																			
105	105	312	312	0.0	0	0	Spanner	3/4	2	1	0																			
105	105	312	312	0.0	0	0	Spanner	3/4	2	1	0																		21	21
105	105	312	312	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	755														21	21
105	105	315	315	0.0	3/4	3/4	Spanner	3/4	2	1	0																			
